year,country,region,happiness_score,freedom_to_make_life_choices,social_support,gdp_per_capita,healthy_life_expectancy,perceptions_of_corruption,generosity,temperature
2015,Italy,Western Europe,5.948,0.26236,1.19777,1.25114,0.95446,0.02901,0.22823,13.8
2016,Italy,Western Europe,5.977,0.18827,1.04167,1.35495,0.85102,0.02556,0.16684,13.58
2017,Italy,Western Europe,5.964000225,0.256450713,1.444923282,1.395066619,0.853144348,0.028028091,0.172789648,13.46
2018,Italy,Western Europe,6.0,0.281,1.501,1.264,0.946,0.028,0.137,14.1
2019,Italy,Western Europe,6.223,0.231,1.488,1.294,1.039,0.03,0.158,13.94
2020,Italy,Western Europe,6.38740015,0.321305573,1.347296,1.236396074,1.022504926,0.040145598,0.170266211,13.83
2021,Italy,Western Europe,6.483,0.379,0.94,1.393,0.798,0.047,0.133,13.52
2022,Italy,Western Europe,6.467,0.412,1.052,1.834,0.801,0.059,0.085,14.38
2015,Ivory Coast,Sub-Saharan Africa,3.655,0.46866,0.77115,0.46534,0.15185,0.17922,0.20165,27.03
2016,Ivory Coast,Sub-Saharan Africa,3.916,0.40663,0.57576,0.55507,0.04476,0.1553,0.20338,27.31
2017,Ivory Coast,Sub-Saharan Africa,4.179999828,0.447706193,0.90478003,0.603048921,0.04864217,0.130061775,0.20123747,27.17
2018,Ivory Coast,Sub-Saharan Africa,4.671,0.467,0.872,0.541,0.08,0.103,0.146,27.02
2019,Ivory Coast,Sub-Saharan Africa,4.944,0.352,0.808,0.569,0.232,0.09,0.154,26.83
2020,Ivory Coast,Sub-Saharan Africa,5.233300209,0.397122532,0.799727261,0.537094414,0.154942513,0.093495794,0.169915587,27.18
2021,Ivory Coast,Sub-Saharan Africa,5.306,0.438,0.409,0.669,0.052,0.092,0.177,27.37
2022,Ivory Coast,Sub-Saharan Africa,5.235,0.451,0.442,1.094,0.322,0.124,0.149,26.84
2015,Jamaica,Latin America and Caribbean,5.709,0.50442,1.15102,0.81038,0.68741,0.02299,0.2123,26.52
2016,Jamaica,Latin America and Caribbean,5.51,0.43597,0.96372,0.89333,0.59469,0.04294,0.22245,26.26
2017,Jamaica,Latin America and Caribbean,5.31099987,0.474307239,1.368218064,0.925579309,0.641022384,0.055267781,0.233818337,26.14
2018,Jamaica,Latin America and Caribbean,5.89,0.575,1.493,0.819,0.693,0.031,0.096,26.1
2019,Jamaica,Latin America and Caribbean,5.89,0.49,1.478,0.831,0.831,0.028,0.107,26.3
2020,Jamaica,Latin America and Caribbean,5.889800072,0.553124607,1.408289194,0.779058397,0.788434088,0.030147785,0.116268493,26.32
2021,Jamaica,Latin America and Caribbean,6.309,0.618,0.932,0.891,0.599,0.035,0.099,26.07
2022,Jamaica,Latin America and Caribbean,5.85,0.567,1.045,1.296,0.646,0.053,0.08,26.02
2015,Japan,East Asia,5.987,0.49615,1.25712,1.27074,0.99111,0.1806,0.10705,12.18
2016,Japan,East Asia,5.921,0.46761,1.06054,1.38007,0.91491,0.18985,0.10224,12.24
2017,Japan,East Asia,5.920000076,0.505625546,1.436337829,1.416915178,0.913475871,0.163760737,0.120572768,11.66
2018,Japan,East Asia,5.915,0.553,1.462,1.294,0.988,0.15,0.079,12.23
2019,Japan,East Asia,5.886,0.445,1.419,1.327,1.088,0.14,0.069,12.4
2020,Japan,East Asia,5.870800018,0.495465875,1.332338691,1.26672411,1.072881341,0.181439638,0.03571178,12.41
2021,Japan,East Asia,5.94,0.504,0.949,1.389,0.838,0.192,0.02,12.45
2022,Japan,East Asia,6.039,0.537,1.089,1.835,0.866,0.218,0.007,12.42
2015,Jordan,Middle East and North Africa,5.192,0.40661,1.05392,0.90198,0.69639,0.14293,0.11053,19.83
2016,Jordan,Middle East and North Africa,5.303,0.36023,0.86216,0.99673,0.60712,0.13297,0.14262,20.09
2017,Jordan,Middle East and North Africa,5.335999966,0.418421149,1.239088893,0.991012394,0.604590058,0.119803272,0.17217046,19.83
2018,Jordan,Middle East and North Africa,5.161,0.468,1.265,0.822,0.645,0.134,0.13,20.44
2019,Jordan,Middle East and North Africa,4.906,0.383,1.225,0.837,0.815,0.13,0.11,19.89
2020,Jordan,Middle East and North Africa,4.633399963,0.424855083,1.140118599,0.785179198,0.777624726,0.151878625,0.091494769,19.92
2021,Jordan,Middle East and North Africa,4.395,0.455,0.685,0.89,0.583,0.15,0.079,20.36
2022,Jordan,Middle East and North Africa,4.152,0.476,0.724,1.324,0.675,0.2,0.058,19.77
2015,Kazakhstan,Commonwealth of Independent States,5.855,0.51649,1.12241,1.12254,0.64368,0.08454,0.11827,7.87
2016,Kazakhstan,Commonwealth of Independent States,5.919,0.4052,0.95544,1.22943,0.57386,0.11132,0.15011,7.77
2017,Kazakhstan,Commonwealth of Independent States,5.818999767,0.437454283,1.384369016,1.28455627,0.606041551,0.119282886,0.201964423,7.59
2018,Kazakhstan,Commonwealth of Independent States,5.79,0.454,1.516,1.143,0.631,0.121,0.148,6.49
2019,Kazakhstan,Commonwealth of Independent States,5.809,0.41,1.508,1.173,0.729,0.096,0.146,7.83
2020,Kazakhstan,Commonwealth of Independent States,6.057899952,0.497432142,1.453267694,1.122594237,0.698788941,0.110463686,0.153713793,8.31
2021,Kazakhstan,Commonwealth of Independent States,6.152,0.573,1.103,1.23,0.527,0.132,0.143,7.83
2022,Kazakhstan,Commonwealth of Independent States,6.234,0.584,1.22,1.668,0.611,0.157,0.134,8.06
2015,Kenya,Sub-Saharan Africa,4.419,0.42215,0.99876,0.36471,0.41435,0.05839,0.37542,25.21
2016,Kenya,Sub-Saharan Africa,4.356,0.40576,0.7624,0.52267,0.30147,0.06686,0.41328,25.56
2017,Kenya,Sub-Saharan Africa,4.552999973,0.452763766,1.067950726,0.560479462,0.30998835,0.064641319,0.444860309,25.36
2018,Kenya,Sub-Saharan Africa,4.41,0.504,1.048,0.493,0.454,0.055,0.352,25.01
2019,Kenya,Sub-Saharan Africa,4.509,0.431,0.983,0.512,0.581,0.053,0.372,25.45
2020,Kenya,Sub-Saharan Africa,4.583000183,0.519180536,0.905077755,0.476413399,0.536312759,0.067201078,0.393902093,25.42
2021,Kenya,Sub-Saharan Africa,4.607,0.483,0.508,0.603,0.385,0.073,0.375,25.25
2022,Kenya,Sub-Saharan Africa,4.543,0.44,0.605,1.032,0.401,0.082,0.322,25.22
2015,Kuwait,Middle East and North Africa,6.295,0.55499,1.16594,1.55422,0.72492,0.25609,0.16228,27.06
2016,Kuwait,Middle East and North Africa,6.239,0.43166,0.87758,1.61714,0.63569,0.23669,0.15965,27.01
2017,Kuwait,Middle East and North Africa,6.105000019,0.496337593,1.259698749,1.632952452,0.632105708,0.21515955,0.228289798,27.0
2018,Kuwait,Middle East and North Africa,6.083,0.554,1.301,1.474,0.675,0.106,0.167,27.47
2019,Kuwait,Middle East and North Africa,6.021,0.493,1.319,1.5,0.808,0.097,0.142,27.01
2020,Kuwait,Middle East and North Africa,6.102099895,0.570261419,1.244779825,1.424833655,0.776468933,0.112814933,0.132751092,26.9
2021,Kuwait,Middle East and North Africa,6.106,0.591,0.857,1.461,0.58,0.13,0.12,27.89
2022,Kuwait,Middle East and North Africa,6.106,0.617,0.983,1.904,0.747,0.147,0.087,27.58
2015,Kyrgyzstan,Commonwealth of Independent States,5.286,0.43477,1.15115,0.47428,0.65088,0.04232,0.3003,3.36
2016,Kyrgyzstan,Commonwealth of Independent States,5.185,0.40212,0.95434,0.56044,0.55449,0.04762,0.38432,3.4
2017,Kyrgyzstan,Commonwealth of Independent States,5.004000187,0.454943389,1.394238591,0.596220076,0.553457797,0.039439179,0.428580374,2.8
2018,Kyrgyzstan,Commonwealth of Independent States,5.131,0.54,1.416,0.53,0.594,0.035,0.281,2.75
2019,Kyrgyzstan,Commonwealth of Independent States,5.261,0.508,1.438,0.551,0.723,0.023,0.3,3.36
2020,Kyrgyzstan,Commonwealth of Independent States,5.541500092,0.614617765,1.341036677,0.513180971,0.680645883,0.030466691,0.30137074,2.75
2021,Kyrgyzstan,Commonwealth of Independent States,5.744,0.673,0.971,0.665,0.501,0.02,0.266,3.36
2022,Kyrgyzstan,Commonwealth of Independent States,5.828,0.693,1.109,1.069,0.638,0.025,0.208,3.93
2015,Latvia,Central and Eastern Europe,5.098,0.29671,1.09562,1.11312,0.72437,0.06332,0.18226,7.94
2016,Latvia,Central and Eastern Europe,5.56,0.27996,0.95025,1.21788,0.63952,0.0889,0.17445,7.08
2017,Latvia,Central and Eastern Europe,5.849999905,0.325707912,1.404714942,1.260748625,0.638566971,0.073842727,0.153074786,6.92
2018,Latvia,Central and Eastern Europe,5.933,0.363,1.454,1.148,0.671,0.066,0.092,7.6
2019,Latvia,Central and Eastern Europe,5.94,0.264,1.465,1.187,0.812,0.064,0.075,7.98
2020,Latvia,Central and Eastern Europe,5.949999809,0.329198807,1.414398789,1.14139545,0.777902424,0.090391524,0.075407945,8.56
2021,Latvia,Central and Eastern Europe,6.032,0.405,1.047,1.285,0.587,0.089,0.082,6.82
2022,Latvia,Central and Eastern Europe,6.18,0.502,1.221,1.732,0.637,0.09,0.075,7.4
2015,Lebanon,Middle East and North Africa,4.839,0.33916,0.80001,1.02564,0.83947,0.04582,0.21854,15.53
2016,Lebanon,Middle East and North Africa,5.129,0.26228,0.64184,1.12268,0.76171,0.03061,0.23693,15.98
2017,Lebanon,Middle East and North Africa,5.224999905,0.288515985,1.129624248,1.074987531,0.735081077,0.03751383,0.264450759,15.72
2018,Lebanon,Middle East and North Africa,5.358,0.503,1.179,0.965,0.785,0.136,0.214,16.46
2019,Lebanon,Middle East and North Africa,5.197,0.216,1.224,0.987,0.815,0.027,0.166,15.86
2020,Lebanon,Middle East and North Africa,4.771500111,0.18551667,1.19249332,0.889232516,0.788671136,0.021518147,0.158524141,15.99
2021,Lebanon,Middle East and North Africa,4.584,0.175,0.868,1.045,0.595,0.026,0.14,16.2
2022,Lebanon,Middle East and North Africa,2.955,0.103,0.498,1.392,0.631,0.034,0.082,15.66
2015,Liberia,Sub-Saharan Africa,4.571,0.28531,0.78968,0.0712,0.34201,0.06232,0.24362,25.64
2016,Liberia,Sub-Saharan Africa,3.622,0.25748,0.50353,0.10706,0.23165,0.04852,0.24063,25.93
2017,Liberia,Sub-Saharan Africa,3.532999992,0.332881182,0.872117937,0.119041793,0.229918197,0.038948249,0.266549885,25.8
2018,Liberia,Sub-Saharan Africa,3.495,0.419,0.858,0.076,0.267,0.03,0.206,25.62
2019,Liberia,Sub-Saharan Africa,3.975,0.37,0.922,0.073,0.443,0.033,0.233,25.44
2020,Liberia,Sub-Saharan Africa,4.557899952,0.405943096,0.920733929,0.174103007,0.392284274,0.051139876,0.226967871,25.73
2021,Liberia,Sub-Saharan Africa,4.625,0.43,0.58,0.228,0.253,0.057,0.221,25.87
2022,Liberia,Sub-Saharan Africa,5.122,0.405,0.67,0.636,0.309,0.08,0.178,25.47
2015,Libya,Middle East and North Africa,5.754,0.41668,1.11862,1.13145,0.7038,0.11023,0.18295,22.57
2016,Libya,Middle East and North Africa,5.615,0.40672,0.95076,1.06688,0.52304,0.10339,0.17087,23.0
2017,Libya,Middle East and North Africa,5.525000095,0.46573323,1.35756433,1.101803064,0.52016902,0.09261021,0.152073666,22.56
2018,Libya,Middle East and North Africa,5.566,0.496,1.35,0.985,0.553,0.148,0.116,23.05
2019,Libya,Middle East and North Africa,5.525,0.416,1.303,1.044,0.673,0.152,0.133,22.65
2020,Libya,Middle East and North Africa,5.488800049,0.451354057,1.196283698,1.021913767,0.615626633,0.172258079,0.142757699,22.63
2021,Libya,Middle East and North Africa,5.41,0.474,0.821,1.044,0.435,0.174,0.131,23.05
2022,Libya,Middle East and North Africa,5.33,0.477,0.943,1.476,0.606,0.179,0.106,22.8
2015,Luxembourg,Western Europe,6.946,0.61583,1.21963,1.56391,0.91894,0.37798,0.28034,10.52
2016,Luxembourg,Western Europe,6.871,0.5487,1.03999,1.69752,0.84542,0.35329,0.27571,10.09
2017,Luxembourg,Western Europe,6.862999916,0.596627891,1.457583666,1.741943598,0.845089495,0.318834424,0.283180982,10.41
2018,Luxembourg,Western Europe,6.91,0.632,1.52,1.576,0.896,0.321,0.196,11.13
2019,Luxembourg,Western Europe,7.09,0.526,1.479,1.609,1.012,0.316,0.194,10.79
2020,Luxembourg,Western Europe,7.237500191,0.610137045,1.387528419,1.536676049,0.986442685,0.367041469,0.19595392,11.29
2021,Luxembourg,Western Europe,7.324,0.639,1.003,1.751,0.76,0.353,0.166,9.77
2022,Luxembourg,Western Europe,7.404,0.7,1.155,2.209,0.79,0.388,0.12,11.43
2015,Madagascar,Sub-Saharan Africa,3.681,0.19184,0.66801,0.20824,0.46721,0.08124,0.21333,22.98
2016,Madagascar,Sub-Saharan Africa,3.695,0.13684,0.46115,0.27954,0.37109,0.07506,0.2204,22.82
2017,Madagascar,Sub-Saharan Africa,3.644000053,0.189196765,0.913020372,0.305808693,0.375223309,0.067231975,0.20873253,23.07
2018,Madagascar,Sub-Saharan Africa,3.774,0.221,0.908,0.262,0.402,0.049,0.155,22.9
2019,Madagascar,Sub-Saharan Africa,3.933,0.148,0.916,0.274,0.555,0.041,0.169,23.13
2020,Madagascar,Sub-Saharan Africa,4.165599823,0.192967549,0.823694348,0.244553208,0.500617027,0.076248638,0.191190064,22.89
2021,Madagascar,Sub-Saharan Africa,4.208,0.207,0.503,0.266,0.341,0.087,0.185,22.87
2022,Madagascar,Sub-Saharan Africa,4.339,0.202,0.645,0.67,0.378,0.154,0.143,22.7
2015,Malawi,Sub-Saharan Africa,4.292,0.43054,0.41134,0.01604,0.22562,0.06977,0.33128,22.91
2016,Malawi,Sub-Saharan Africa,4.156,0.4143,0.147,0.08709,0.29364,0.07564,0.30968,22.85
2017,Malawi,Sub-Saharan Africa,3.970000029,0.466914654,0.512568831,0.233442038,0.315089583,0.072711654,0.28717047,22.66
2018,Malawi,Sub-Saharan Africa,3.587,0.531,0.541,0.186,0.306,0.08,0.21,22.63
2019,Malawi,Sub-Saharan Africa,3.41,0.443,0.56,0.191,0.495,0.089,0.218,22.89
2020,Malawi,Sub-Saharan Africa,3.538000107,0.487389833,0.53036809,0.176534727,0.446163297,0.131633952,0.213185057,22.81
2021,Malawi,Sub-Saharan Africa,3.6,0.484,0.168,0.113,0.298,0.134,0.213,22.8
2022,Malawi,Sub-Saharan Africa,3.75,0.477,0.279,0.648,0.388,0.157,0.14,22.55
2015,Malaysia,Southeast Asia,5.77,0.53024,1.07023,1.12486,0.72394,0.10501,0.33075,26.64
2016,Malaysia,Southeast Asia,6.005,0.39031,0.88025,1.25142,0.62366,0.09081,0.41474,26.93
2017,Malaysia,Southeast Asia,6.084000111,0.402264982,1.284646034,1.29121542,0.618784428,0.065600708,0.41660893,26.49
2018,Malaysia,Southeast Asia,6.322,0.356,1.258,1.161,0.669,0.059,0.311,26.53
2019,Malaysia,Southeast Asia,5.339,0.508,1.171,1.221,0.828,0.024,0.26,26.8
2020,Malaysia,Southeast Asia,5.384300232,0.596941531,1.17400229,1.168421626,0.788511872,0.062163133,0.274886161,26.68
2021,Malaysia,Southeast Asia,5.384,0.624,0.797,1.259,0.587,0.064,0.27,26.47
2022,Malaysia,Southeast Asia,5.711,0.654,0.938,1.689,0.62,0.126,0.213,26.35
2015,Mali,Sub-Saharan Africa,3.995,0.38857,1.03526,0.26074,0.20583,0.12352,0.18798,29.25
2016,Mali,Sub-Saharan Africa,4.073,0.27544,0.86333,0.31292,0.16347,0.13647,0.21064,29.51
2017,Mali,Sub-Saharan Africa,4.190000057,0.306613743,1.281473398,0.476180494,0.169365674,0.104970247,0.183354199,29.38
2018,Mali,Sub-Saharan Africa,4.447,0.367,1.233,0.37,0.152,0.056,0.139,29.33
2019,Mali,Sub-Saharan Africa,4.39,0.327,1.105,0.385,0.308,0.052,0.153,29.1
2020,Mali,Sub-Saharan Africa,4.729300022,0.377534449,0.97314173,0.352462649,0.234981522,0.062146276,0.16966705,29.4
2021,Mali,Sub-Saharan Africa,4.723,0.384,0.59,0.387,0.11,0.072,0.164,29.78
2022,Mali,Sub-Saharan Africa,4.479,0.35,0.483,0.792,0.311,0.042,0.128,29.19
2015,Malta,Western Europe,6.302,0.60365,1.30203,1.2074,0.88721,0.13586,0.51752,20.01
2016,Malta,Western Europe,6.488,0.54994,1.09879,1.30782,0.80315,0.17554,0.56237,20.19
2017,Malta,Western Europe,6.52699995,0.588767052,1.488411665,1.343279839,0.821944237,0.153066069,0.574730575,19.74
2018,Malta,Western Europe,6.627,0.645,1.525,1.27,0.884,0.142,0.376,20.02
2019,Malta,Western Europe,6.726,0.564,1.52,1.3,0.999,0.151,0.375,19.87
2020,Malta,Western Europe,6.772799969,0.633239031,1.442956924,1.252513289,0.972042024,0.178864077,0.341180831,19.99
2021,Malta,Western Europe,6.602,0.664,1.055,1.411,0.747,0.183,0.275,20.22
2022,Malta,Western Europe,6.447,0.679,1.169,1.838,0.789,0.166,0.174,20.26
2015,Mauritania,Sub-Saharan Africa,4.436,0.24232,0.86908,0.45407,0.35874,0.17461,0.219,29.05
2016,Mauritania,Sub-Saharan Africa,4.201,0.1268,0.84142,0.61391,0.28639,0.17955,0.22686,29.12
2017,Mauritania,Sub-Saharan Africa,4.291999817,0.096098043,1.27203083,0.648457289,0.28534928,0.136957005,0.201870024,29.1
2018,Mauritania,Sub-Saharan Africa,4.356,0.129,1.245,0.557,0.292,0.093,0.134,28.61
2019,Mauritania,Sub-Saharan Africa,4.49,0.066,1.167,0.57,0.489,0.088,0.106,28.67
2020,Mauritania,Sub-Saharan Africa,4.374599934,0.185714483,1.113323569,0.539684892,0.425184816,0.122257635,0.128899664,29.11
2021,Mauritania,Sub-Saharan Africa,4.227,0.218,0.749,0.666,0.273,0.133,0.119,29.3
2022,Mauritania,Sub-Saharan Africa,4.153,0.304,0.865,1.1,0.45,0.138,0.088,28.9
2015,Mauritius,Sub-Saharan Africa,5.477,0.56066,0.98521,1.00761,0.7095,0.07521,0.37744,23.88
2016,Mauritius,Sub-Saharan Africa,5.648,0.46145,0.75695,1.14372,0.66189,0.05203,0.36951,23.65
2017,Mauritius,Sub-Saharan Africa,5.629000187,0.491247326,1.20956099,1.189395547,0.638007462,0.042181555,0.360933751,24.05
2018,Mauritius,Sub-Saharan Africa,5.891,0.584,1.387,1.09,0.684,0.05,0.245,23.83
2019,Mauritius,Sub-Saharan Africa,5.888,0.498,1.402,1.12,0.798,0.06,0.215,24.15
2020,Mauritius,Sub-Saharan Africa,6.101299763,0.590838134,1.395666838,1.07366395,0.763389409,0.084088229,0.186894551,23.59
2021,Mauritius,Sub-Saharan Africa,6.049,0.59,0.996,1.178,0.574,0.096,0.153,23.7
2022,Mauritius,Sub-Saharan Africa,6.071,0.589,1.116,1.591,0.568,0.107,0.131,23.27
2015,Mexico,Latin America and Caribbean,7.187,0.48181,0.91451,1.02054,0.81444,0.21312,0.14074,21.54
2016,Mexico,Latin America and Caribbean,6.778,0.37709,0.7146,1.11508,0.71143,0.18355,0.11735,21.75
2017,Mexico,Latin America and Caribbean,6.578000069,0.412730008,1.21086216,1.153183818,0.709978998,0.132774115,0.120990433,22.03
2018,Mexico,Latin America and Caribbean,6.488,0.479,1.252,1.038,0.761,0.095,0.069,21.66
2019,Mexico,Latin America and Caribbean,6.595,0.433,1.323,1.07,0.861,0.073,0.074,21.88
2020,Mexico,Latin America and Caribbean,6.465000153,0.553892553,1.226333499,1.024387479,0.831601024,0.083133668,0.083094485,22.08
2021,Mexico,Latin America and Caribbean,6.317,0.585,0.83,1.126,0.634,0.089,0.092,21.85
2022,Mexico,Latin America and Caribbean,6.128,0.621,0.886,1.552,0.623,0.115,0.092,21.7
2015,Moldova,Central and Eastern Europe,5.889,0.32818,1.01528,0.59448,0.61826,0.01615,0.20951,11.94
2016,Moldova,Central and Eastern Europe,5.897,0.25202,0.83132,0.69177,0.52309,0.01903,0.19997,11.42
2017,Moldova,Central and Eastern Europe,5.837999821,0.240729049,1.251825571,0.72887063,0.589465201,0.010091286,0.208779126,11.4
2018,Moldova,Central and Eastern Europe,5.64,0.232,1.301,0.657,0.62,0.0,0.171,11.52
2019,Moldova,Central and Eastern Europe,5.529,0.245,1.328,0.685,0.739,0.0,0.181,12.39
2020,Moldova,Central and Eastern Europe,5.607500076,0.389571488,1.237312198,0.707916796,0.713299453,0.014378744,0.174049184,12.43
2021,Moldova,Central and Eastern Europe,5.766,0.536,0.888,0.985,0.542,0.013,0.137,10.95
2022,Moldova,Central and Eastern Europe,5.857,0.561,1.008,1.417,0.597,0.028,0.102,11.9
2015,Mongolia,East Asia,4.874,0.43626,1.3006,0.82819,0.60268,0.02666,0.3323,1.98
2016,Mongolia,East Asia,4.907,0.35972,1.08983,0.98853,0.55469,0.03285,0.34539,1.02
2017,Mongolia,East Asia,4.954999924,0.394143969,1.493011236,1.027235866,0.557783484,0.032902289,0.33846423,2.17
2018,Mongolia,East Asia,5.125,0.395,1.517,0.914,0.575,0.032,0.253,1.47
2019,Mongolia,East Asia,5.285,0.317,1.531,0.948,0.667,0.038,0.235,1.64
2020,Mongolia,East Asia,5.456200123,0.355703115,1.458930612,0.904872775,0.615788162,0.046533126,0.263885736,1.54
2021,Mongolia,East Asia,5.677,0.397,1.065,0.966,0.442,0.053,0.263,2.08
2022,Mongolia,East Asia,5.761,0.398,1.197,1.393,0.467,0.059,0.247,1.31
2015,Montenegro,Central and Eastern Europe,5.192,0.1826,0.90557,0.97438,0.72521,0.14296,0.1614,10.65
2016,Montenegro,Central and Eastern Europe,5.161,0.15111,0.74173,1.07838,0.63533,0.12721,0.17191,10.34
2017,Montenegro,Central and Eastern Europe,5.236999989,0.194989055,1.238376498,1.121129036,0.667464674,0.088174194,0.197911024,10.4
2018,Montenegro,Central and Eastern Europe,5.347,0.259,1.279,1.017,0.729,0.081,0.111,11.1
2019,Montenegro,Central and Eastern Europe,5.523,0.197,1.361,1.051,0.871,0.08,0.142,11.13
2020,Montenegro,Central and Eastern Europe,5.54610014,0.303223848,1.265657902,1.010150075,0.839028895,0.098435111,0.14901033,10.63
