year,country,region,happiness_score,freedom_to_make_life_choices,social_support,gdp_per_capita,healthy_life_expectancy,perceptions_of_corruption,generosity,temperature
2021,Montenegro,Central and Eastern Europe,5.581,0.397,0.891,1.155,0.637,0.081,0.166,10.25
2022,Montenegro,Central and Eastern Europe,5.547,0.46,1.023,1.573,0.659,0.077,0.135,11.0
2015,Myanmar,Southeast Asia,4.307,0.44017,0.70905,0.27108,0.48246,0.19034,0.79588,23.93
2016,Myanmar,Southeast Asia,4.395,0.42692,0.69981,0.34112,0.3988,0.20243,0.81971,24.13
2017,Myanmar,Southeast Asia,4.545000076,0.514492035,1.123235941,0.36711055,0.397522569,0.188816205,0.838075161,23.94
2018,Myanmar,Southeast Asia,4.308,0.58,1.174,0.682,0.429,0.178,0.598,23.7
2019,Myanmar,Southeast Asia,4.36,0.525,1.181,0.71,0.555,0.172,0.566,24.2
2020,Myanmar,Southeast Asia,4.308000088,0.597478867,1.098178267,0.67809093,0.495443076,0.187530354,0.569813728,24.08
2021,Myanmar,Southeast Asia,4.426,0.601,0.713,0.666,0.341,0.178,0.52,24.11
2022,Myanmar,Southeast Asia,4.394,0.513,0.829,1.038,0.491,0.194,0.452,23.96
2015,Nepal,South Asia,4.514,0.38282,0.86449,0.35997,0.56874,0.05907,0.32296,14.08
2016,Nepal,South Asia,4.793,0.37012,0.69699,0.44626,0.50073,0.07008,0.3816,14.77
2017,Nepal,South Asia,4.961999893,0.440305948,1.179283261,0.479820192,0.504130781,0.072975546,0.394096166,14.53
2018,Nepal,South Asia,4.88,0.526,1.228,0.425,0.539,0.078,0.302,14.26
2019,Nepal,South Asia,4.913,0.439,1.226,0.446,0.677,0.089,0.285,14.08
2020,Nepal,South Asia,5.137199879,0.480608255,1.100789309,0.444050372,0.66887939,0.127502963,0.300971806,13.89
2021,Nepal,South Asia,5.269,0.488,0.702,0.519,0.496,0.135,0.287,14.29
2022,Nepal,South Asia,5.377,0.519,0.784,0.984,0.499,0.13,0.237,14.39
2015,Netherlands,Western Europe,7.378,0.61576,1.28017,1.32944,0.89284,0.31814,0.4761,10.89
2016,Netherlands,Western Europe,7.339,0.55211,1.02912,1.46468,0.81231,0.29927,0.47416,10.67
2017,Netherlands,Western Europe,7.376999855,0.585384488,1.428939223,1.503944635,0.810696125,0.282661825,0.47048983,10.91
2018,Netherlands,Western Europe,7.441,0.638,1.488,1.361,0.878,0.295,0.333,11.41
2019,Netherlands,Western Europe,7.488,0.557,1.522,1.396,0.999,0.298,0.322,11.26
2020,Netherlands,Western Europe,7.448900223,0.61362648,1.463645935,1.338946342,0.975675344,0.368569762,0.336317569,11.69
2021,Netherlands,Western Europe,7.464,0.647,1.079,1.501,0.753,0.384,0.302,10.41
2022,Netherlands,Western Europe,7.415,0.651,1.206,1.945,0.787,0.419,0.271,11.72
2015,New Zealand,North America and ANZ,7.286,0.63938,1.31967,1.25018,0.90837,0.42922,0.47501,10.39
2016,New Zealand,North America and ANZ,7.334,0.58147,1.17278,1.36066,0.83096,0.41904,0.49401,11.1
2017,New Zealand,North America and ANZ,7.31400013,0.61406213,1.548195124,1.405706048,0.816759706,0.382816702,0.500005126,10.89
2018,New Zealand,North America and ANZ,7.324,0.669,1.601,1.268,0.876,0.389,0.365,11.05
2019,New Zealand,North America and ANZ,7.307,0.585,1.557,1.303,1.026,0.38,0.33,10.9
2020,New Zealand,North America and ANZ,7.299600124,0.646789908,1.48721838,1.242317915,1.008138299,0.461268276,0.325726211,10.87
2021,New Zealand,North America and ANZ,7.277,0.665,1.094,1.4,0.785,0.445,0.276,11.18
2022,New Zealand,North America and ANZ,7.2,0.68,1.235,1.852,0.752,0.483,0.245,11.66
2015,Nicaragua,Latin America and Caribbean,5.828,0.55475,1.14184,0.59325,0.74314,0.19317,0.27815,26.22
2016,Nicaragua,Latin America and Caribbean,5.992,0.46582,0.89521,0.69384,0.65213,0.16292,0.29773,26.24
2017,Nicaragua,Latin America and Caribbean,6.071000099,0.447551847,1.28721571,0.737299204,0.653095961,0.130687982,0.301674217,26.09
2018,Nicaragua,Latin America and Caribbean,6.141,0.527,1.319,0.668,0.7,0.128,0.208,25.64
2019,Nicaragua,Latin America and Caribbean,6.105,0.435,1.325,0.694,0.835,0.127,0.2,26.02
2020,Nicaragua,Latin America and Caribbean,6.13710022,0.560117304,1.27081275,0.620033145,0.803093255,0.174084574,0.212871477,26.26
2021,Nicaragua,Latin America and Caribbean,5.972,0.553,0.904,0.693,0.604,0.176,0.201,26.09
2022,Nicaragua,Latin America and Caribbean,6.165,0.617,1.029,1.105,0.617,0.212,0.168,25.81
2015,Niger,Sub-Saharan Africa,3.845,0.47692,0.77265,0.0694,0.29707,0.15639,0.19387,27.92
2016,Niger,Sub-Saharan Africa,3.856,0.38041,0.6053,0.1327,0.26162,0.17176,0.2097,28.54
2017,Niger,Sub-Saharan Africa,4.027999878,0.363658696,0.993025005,0.161925331,0.268505007,0.138572946,0.228673846,28.0
2018,Niger,Sub-Saharan Africa,4.166,0.39,0.867,0.131,0.221,0.099,0.175,28.13
2019,Niger,Sub-Saharan Africa,4.628,0.318,0.774,0.138,0.366,0.102,0.188,27.87
2020,Niger,Sub-Saharan Africa,4.909599781,0.435311615,0.703800142,0.108330332,0.298816353,0.137554765,0.208176896,27.85
2021,Niger,Sub-Saharan Africa,5.074,0.516,0.402,0.162,0.167,0.157,0.2,28.09
2022,Niger,Sub-Saharan Africa,5.003,0.571,0.56,0.57,0.326,0.145,0.165,27.61
2015,Nigeria,Sub-Saharan Africa,5.268,0.34334,0.90432,0.65435,0.16007,0.0403,0.27233,27.38
2016,Nigeria,Sub-Saharan Africa,4.875,0.27854,0.64498,0.75216,0.05108,0.0305,0.23219,27.79
2017,Nigeria,Sub-Saharan Africa,5.073999882,0.394952565,1.215770483,0.783756256,0.05691573,0.026121566,0.230947196,27.46
2018,Nigeria,Sub-Saharan Africa,5.155,0.462,1.172,0.689,0.048,0.032,0.201,27.41
2019,Nigeria,Sub-Saharan Africa,5.265,0.426,1.111,0.696,0.245,0.041,0.215,27.29
2020,Nigeria,Sub-Saharan Africa,4.724100113,0.435079455,0.986717939,0.645901859,0.167835936,0.047589935,0.221328124,27.43
2021,Nigeria,Sub-Saharan Africa,4.759,0.433,0.625,0.663,0.051,0.039,0.212,27.67
2022,Nigeria,Sub-Saharan Africa,4.552,0.444,0.732,1.079,0.3,0.038,0.175,27.15
2015,Norway,Western Europe,7.522,0.66973,1.33095,1.459,0.88521,0.36503,0.34699,2.93
2016,Norway,Western Europe,7.498,0.59609,1.1269,1.57744,0.79579,0.35776,0.37895,2.61
2017,Norway,Western Europe,7.537000179,0.635422587,1.53352356,1.616463184,0.796666503,0.315963835,0.362012237,2.28
2018,Norway,Western Europe,7.594,0.686,1.582,1.456,0.861,0.34,0.286,2.53
2019,Norway,Western Europe,7.554,0.603,1.582,1.488,1.028,0.341,0.271,2.27
2020,Norway,Western Europe,7.487999916,0.670200884,1.495172501,1.42420733,1.008071899,0.434100568,0.287985086,3.39
2021,Norway,Western Europe,7.392,0.703,1.108,1.543,0.782,0.427,0.249,2.11
2022,Norway,Western Europe,7.365,0.728,1.239,1.997,0.786,0.474,0.217,2.88
2015,Pakistan,South Asia,5.194,0.12102,0.41411,0.59543,0.51466,0.10464,0.33671,21.54
2016,Pakistan,South Asia,5.132,0.14622,0.26135,0.68816,0.40306,0.1388,0.31185,22.17
2017,Pakistan,South Asia,5.269000053,0.235215262,0.67269069,0.726883531,0.402047783,0.124348067,0.315446019,21.93
2018,Pakistan,South Asia,5.472,0.334,0.81,0.652,0.424,0.113,0.216,22.24
2019,Pakistan,South Asia,5.653,0.313,0.886,0.677,0.535,0.098,0.22,21.37
2020,Pakistan,South Asia,5.69329977,0.405421734,0.872979581,0.616799474,0.469933242,0.122592121,0.228705063,21.18
2021,Pakistan,South Asia,4.934,0.418,0.423,0.637,0.322,0.097,0.252,22.03
2022,Pakistan,South Asia,4.516,0.448,0.413,1.049,0.374,0.112,0.181,22.23
2015,Panama,Latin America and Caribbean,6.786,0.5421,1.1985,1.06353,0.79661,0.0927,0.24434,26.06
2016,Panama,Latin America and Caribbean,6.701,0.48927,0.98912,1.18306,0.70835,0.08423,0.2418,26.05
2017,Panama,Latin America and Caribbean,6.452000141,0.550026834,1.373192549,1.233748436,0.706156135,0.070983924,0.210556939,25.63
2018,Panama,Latin America and Caribbean,6.43,0.597,1.438,1.112,0.759,0.063,0.125,25.56
2019,Panama,Latin America and Caribbean,6.321,0.516,1.442,1.149,0.91,0.054,0.109,25.9
2020,Panama,Latin America and Caribbean,6.304800034,0.57984978,1.376149297,1.097667813,0.878546536,0.054230526,0.097207308,25.89
2021,Panama,Latin America and Caribbean,6.18,0.596,0.976,1.298,0.667,0.053,0.079,25.59
2022,Panama,Latin America and Caribbean,6.309,0.592,1.107,1.715,0.709,0.051,0.049,25.33
2015,Paraguay,Latin America and Caribbean,5.878,0.53899,1.30477,0.75985,0.66098,0.08242,0.3424,24.56
2016,Paraguay,Latin America and Caribbean,5.538,0.46235,1.11111,0.89373,0.58295,0.07396,0.25296,23.55
2017,Paraguay,Latin America and Caribbean,5.493000031,0.473507792,1.50728488,0.932537317,0.579250693,0.091065913,0.224150658,24.35
2018,Paraguay,Latin America and Caribbean,5.681,0.541,1.522,0.835,0.615,0.074,0.162,23.74
2019,Paraguay,Latin America and Caribbean,5.743,0.514,1.475,0.855,0.777,0.08,0.184,24.25
2020,Paraguay,Latin America and Caribbean,5.692100048,0.586510062,1.36819756,0.897990823,0.735869646,0.065077379,0.204299241,24.62
2021,Paraguay,Latin America and Caribbean,5.653,0.602,0.97,0.983,0.549,0.037,0.206,24.01
2022,Paraguay,Latin America and Caribbean,5.578,0.629,1.13,1.409,0.624,0.059,0.171,23.86
2015,Peru,Latin America and Caribbean,5.824,0.41496,0.97459,0.90019,0.73017,0.05989,0.14982,20.28
2016,Peru,Latin America and Caribbean,5.743,0.37502,0.81255,0.99602,0.62994,0.05292,0.14527,20.22
2017,Peru,Latin America and Caribbean,5.715000153,0.450002879,1.218770385,1.035225272,0.630166113,0.047049087,0.126819715,19.99
2018,Peru,Latin America and Caribbean,5.663,0.53,1.249,0.934,0.674,0.034,0.092,19.59
2019,Peru,Latin America and Caribbean,5.697,0.455,1.274,0.96,0.854,0.027,0.083,19.9
2020,Peru,Latin America and Caribbean,5.796800137,0.513210058,1.208405972,0.91854918,0.824444175,0.02703266,0.091611817,19.96
2021,Peru,Latin America and Caribbean,5.84,0.536,0.833,0.986,0.623,0.031,0.087,19.79
2022,Peru,Latin America and Caribbean,5.559,0.545,0.865,1.397,0.735,0.037,0.09,19.58
2015,Philippines,Southeast Asia,5.073,0.62545,1.03516,0.70532,0.58114,0.12279,0.24991,26.46
2016,Philippines,Southeast Asia,5.279,0.54854,0.87877,0.81217,0.47036,0.11757,0.21674,26.79
2017,Philippines,Southeast Asia,5.429999828,0.585214674,1.253917575,0.857699215,0.468009055,0.099331893,0.193513423,26.35
2018,Philippines,Southeast Asia,5.524,0.643,1.312,0.775,0.513,0.105,0.12,26.55
2019,Philippines,Southeast Asia,5.631,0.558,1.293,0.807,0.657,0.107,0.117,26.62
2020,Philippines,Southeast Asia,6.006000042,0.621915162,1.245381713,0.775120676,0.602189481,0.130385727,0.129260212,26.73
2021,Philippines,Southeast Asia,5.88,0.651,0.828,0.853,0.426,0.126,0.125,26.7
2022,Philippines,Southeast Asia,5.904,0.678,0.912,1.268,0.514,0.142,0.107,26.61
2015,Poland,Central and Eastern Europe,5.791,0.53122,1.27948,1.12555,0.77903,0.04212,0.16759,9.79
2016,Poland,Central and Eastern Europe,5.835,0.4519,1.04685,1.24585,0.69058,0.055,0.14443,9.25
2017,Poland,Central and Eastern Europe,5.97300005,0.520342112,1.44571197,1.291787863,0.699475348,0.059307806,0.158465967,9.08
2018,Poland,Central and Eastern Europe,6.123,0.546,1.448,1.176,0.781,0.064,0.108,9.95
2019,Poland,Central and Eastern Europe,6.182,0.483,1.438,1.206,0.884,0.05,0.117,10.19
2020,Poland,Central and Eastern Europe,6.186299801,0.557903528,1.310399771,1.16922915,0.868038476,0.160541251,0.063374244,10.03
2021,Poland,Central and Eastern Europe,6.166,0.558,0.982,1.309,0.668,0.13,0.08,8.75
2022,Poland,Central and Eastern Europe,6.123,0.523,1.174,1.758,0.712,0.14,0.124,9.7
2015,Portugal,Western Europe,5.102,0.51469,1.13935,1.15991,0.87519,0.01078,0.13719,16.26
2016,Portugal,Western Europe,5.123,0.44727,0.94367,1.27607,0.79363,0.01521,0.11691,16.12
2017,Portugal,Western Europe,5.195000172,0.4984653,1.367043018,1.315175295,0.795843542,0.015869452,0.095102713,16.52
2018,Portugal,Western Europe,5.41,0.562,1.429,1.188,0.884,0.017,0.055,15.82
2019,Portugal,Western Europe,5.693,0.508,1.431,1.221,0.999,0.025,0.047,16.13
2020,Portugal,Western Europe,5.910900116,0.589895189,1.339530349,1.168800831,0.979315281,0.027733466,0.053036947,16.42
2021,Portugal,Western Europe,5.929,0.621,0.939,1.323,0.76,0.033,0.029,16.1
2022,Portugal,Western Europe,6.016,0.655,1.078,1.76,0.777,0.039,0.016,16.9
2015,Romania,Central and Eastern Europe,5.124,0.35068,0.88588,1.04345,0.7689,0.00649,0.13748,11.09
2016,Romania,Central and Eastern Europe,5.528,0.36712,0.72803,1.1697,0.67602,0.00679,0.12889,10.62
2017,Romania,Central and Eastern Europe,5.824999809,0.457003742,1.15009129,1.217683911,0.685158312,0.004387901,0.133519918,10.66
2018,Romania,Central and Eastern Europe,5.945,0.528,1.219,1.116,0.726,0.001,0.088,11.21
2019,Romania,Central and Eastern Europe,6.07,0.462,1.232,1.162,0.825,0.005,0.083,11.7
2020,Romania,Central and Eastern Europe,6.123700142,0.534852326,1.1944381,1.120401621,0.79229486,0.000829569,0.068181619,11.3
2021,Romania,Central and Eastern Europe,6.14,0.564,0.832,1.275,0.595,0.001,0.045,10.35
2022,Romania,Central and Eastern Europe,6.477,0.605,1.006,1.719,0.655,0.006,0.039,11.2
2015,Russia,Central and Eastern Europe,5.716,0.36679,1.23617,1.13764,0.66926,0.03005,0.00199,-2.88
2016,Russia,Central and Eastern Europe,5.856,0.32682,1.05261,1.23228,0.58991,0.03586,0.02736,-3.21
2017,Russia,Central and Eastern Europe,5.962999821,0.373783112,1.469282389,1.281778097,0.547349334,0.032962881,0.052263822,-2.89
2018,Russia,Central and Eastern Europe,5.81,0.399,1.479,1.151,0.599,0.025,0.065,-3.41
2019,Russia,Central and Eastern Europe,5.648,0.334,1.452,1.183,0.726,0.031,0.082,-2.85
2020,Russia,Central and Eastern Europe,5.546000004,0.399499595,1.378644109,1.126999617,0.68044591,0.045699362,0.099041916,-1.74
2021,Russia,Central and Eastern Europe,5.477,0.409,0.992,1.241,0.511,0.06,0.115,-3.65
2022,Russia,Central and Eastern Europe,5.459,0.401,1.095,1.685,0.586,0.08,0.117,-2.87
2015,Rwanda,Sub-Saharan Africa,3.465,0.59201,0.7737,0.22208,0.42864,0.55191,0.22628,19.07
2016,Rwanda,Sub-Saharan Africa,3.515,0.5432,0.61586,0.32846,0.31865,0.50521,0.23552,19.32
2017,Rwanda,Sub-Saharan Africa,3.470999956,0.581843853,0.945707023,0.368745893,0.326424807,0.455220014,0.252756029,19.48
2018,Rwanda,Sub-Saharan Africa,3.408,0.636,0.896,0.332,0.4,0.444,0.2,19.07
2019,Rwanda,Sub-Saharan Africa,3.334,0.555,0.711,0.359,0.614,0.411,0.217,19.26
2020,Rwanda,Sub-Saharan Africa,3.312299967,0.604087889,0.522876322,0.343242675,0.572383285,0.485542476,0.235704988,19.13
2021,Rwanda,Sub-Saharan Africa,3.415,0.627,0.202,0.364,0.407,0.493,0.227,19.21
2022,Rwanda,Sub-Saharan Africa,3.268,0.621,0.133,0.785,0.462,0.544,0.187,19.14
2015,Saudi Arabia,Middle East and North Africa,6.411,0.31048,1.08393,1.39541,0.72025,0.32524,0.13706,26.39
2016,Saudi Arabia,Middle East and North Africa,6.379,0.37904,0.84829,1.48953,0.59267,0.30008,0.15457,26.36
2017,Saudi Arabia,Middle East and North Africa,6.343999863,0.449750572,1.286677599,1.530623555,0.59014833,0.273432255,0.147616014,26.37
2018,Saudi Arabia,Middle East and North Africa,6.371,0.509,1.331,1.379,0.633,0.127,0.098,26.6
2019,Saudi Arabia,Middle East and North Africa,6.375,0.439,1.357,1.403,0.795,0.132,0.08,26.36
2020,Saudi Arabia,Middle East and North Africa,6.406499863,0.548477471,1.309950113,1.334328532,0.759818137,0.163322315,0.087440684,26.21
2021,Saudi Arabia,Middle East and North Africa,6.494,0.603,0.964,1.435,0.571,0.163,0.09,26.8
2022,Saudi Arabia,Middle East and North Africa,6.523,0.651,1.092,1.87,0.577,0.18,0.078,26.46
2015,Senegal,Sub-Saharan Africa,3.904,0.36772,0.97619,0.36498,0.4354,0.10713,0.20843,29.14
2016,Senegal,Sub-Saharan Africa,4.219,0.31056,0.77416,0.44314,0.40457,0.11681,0.19103,29.33
2017,Senegal,Sub-Saharan Africa,4.534999847,0.377922267,1.179691911,0.479309022,0.409362853,0.115460448,0.183468893,29.34
2018,Senegal,Sub-Saharan Africa,4.631,0.406,1.117,0.429,0.433,0.082,0.138,28.82
2019,Senegal,Sub-Saharan Africa,4.681,0.292,1.134,0.45,0.571,0.072,0.153,28.82
2020,Senegal,Sub-Saharan Africa,4.980800152,0.352400899,0.95459342,0.504061818,0.518391907,0.081865937,0.164397135,29.55
2021,Senegal,Sub-Saharan Africa,5.132,0.381,0.558,0.518,0.357,0.088,0.158,29.62
2022,Senegal,Sub-Saharan Africa,5.046,0.494,0.53,0.933,0.447,0.081,0.143,29.0
2015,Serbia,Central and Eastern Europe,5.123,0.20107,1.00964,0.92053,0.74836,0.02617,0.19231,12.18
2016,Serbia,Central and Eastern Europe,5.177,0.15718,0.81329,1.03437,0.6458,0.04339,0.20737,11.72
2017,Serbia,Central and Eastern Europe,5.394999981,0.208715528,1.258189797,1.069317579,0.650784671,0.040903781,0.220125884,11.87
2018,Serbia,Central and Eastern Europe,5.398,0.288,1.369,0.975,0.685,0.043,0.134,12.62
2019,Serbia,Central and Eastern Europe,5.603,0.282,1.383,1.004,0.854,0.039,0.137,12.79
2020,Serbia,Central and Eastern Europe,5.77820015,0.395428419,1.327448964,0.988181829,0.828403294,0.059447147,0.15028289,12.21
2021,Serbia,Central and Eastern Europe,6.078,0.482,0.924,1.101,0.634,0.066,0.189,11.7
2022,Serbia,Central and Eastern Europe,6.178,0.546,1.086,1.55,0.658,0.088,0.219,12.56
2015,Sierra Leone,Sub-Saharan Africa,4.507,0.4084,0.95571,0.33024,0.0,0.08786,0.21488,26.68
2016,Sierra Leone,Sub-Saharan Africa,4.635,0.30685,0.628,0.36485,0.0,0.08196,0.23897,26.97
2017,Sierra Leone,Sub-Saharan Africa,4.709000111,0.318697691,0.984136045,0.368420929,0.005564754,0.071095176,0.293040901,26.88
2018,Sierra Leone,Sub-Saharan Africa,4.571,0.355,0.813,0.256,0.0,0.053,0.238,26.75
2019,Sierra Leone,Sub-Saharan Africa,4.374,0.309,0.841,0.268,0.242,0.045,0.252,26.58
2020,Sierra Leone,Sub-Saharan Africa,3.926399946,0.382027686,0.747984946,0.240560383,0.203953966,0.047940936,0.257647008,27.01
2021,Sierra Leone,Sub-Saharan Africa,3.849,0.408,0.377,0.279,0.1,0.047,0.243,27.19
2022,Sierra Leone,Sub-Saharan Africa,3.574,0.387,0.416,0.686,0.273,0.055,0.202,26.64
2015,Singapore,Southeast Asia,6.798,0.54252,1.02,1.52186,1.02525,0.4921,0.31105,27.98
2016,Singapore,Southeast Asia,6.739,0.4877,0.86758,1.64555,0.94719,0.46987,0.32706,28.18
2017,Singapore,Southeast Asia,6.572000027,0.549840569,1.353814363,1.69227767,0.949492395,0.464307785,0.345965981,27.79
2018,Singapore,Southeast Asia,6.343,0.631,1.451,1.529,1.008,0.457,0.261,27.84
2019,Singapore,Southeast Asia,6.262,0.556,1.463,1.572,1.141,0.453,0.271,28.19
2020,Singapore,Southeast Asia,6.377099991,0.635317206,1.39545691,1.519580126,1.137814283,0.533162236,0.218770906,28.02
2021,Singapore,Southeast Asia,6.377,0.664,1.019,1.695,0.897,0.547,0.176,27.75
2022,Singapore,Southeast Asia,6.48,0.672,1.127,2.149,0.851,0.587,0.163,27.7
2015,Slovakia,Central and Eastern Europe,5.995,0.31751,1.26999,1.16891,0.78902,0.03431,0.16893,9.83
2016,Slovakia,Central and Eastern Europe,6.078,0.23391,1.08268,1.27973,0.70367,0.02947,0.13837,9.21
2017,Slovakia,Central and Eastern Europe,6.09800005,0.295817465,1.505059242,1.325393558,0.712732911,0.024210852,0.136544481,9.09
2018,Slovakia,Central and Eastern Europe,6.173,0.354,1.537,1.21,0.776,0.014,0.118,10.06
2019,Slovakia,Central and Eastern Europe,6.198,0.334,1.504,1.246,0.881,0.014,0.121,10.17
2020,Slovakia,Central and Eastern Europe,6.280600071,0.423542529,1.424331188,1.194837689,0.853465259,0.011291441,0.116729774,9.63
2021,Slovakia,Central and Eastern Europe,6.331,0.468,1.066,1.304,0.653,0.018,0.107,8.79
2022,Slovakia,Central and Eastern Europe,6.391,0.479,1.232,1.736,0.707,0.025,0.118,9.81
2015,Slovenia,Central and Eastern Europe,5.848,0.60855,1.27385,1.18498,0.87337,0.03787,0.25328,10.56
2016,Slovenia,Central and Eastern Europe,5.768,0.53164,1.05613,1.29947,0.79151,0.03635,0.25738,10.13
2017,Slovenia,Central and Eastern Europe,5.757999897,0.572575808,1.452518821,1.341205955,0.790828228,0.045128979,0.242649093,10.11
2018,Slovenia,Central and Eastern Europe,5.948,0.633,1.506,1.219,0.856,0.051,0.16,10.96
2019,Slovenia,Central and Eastern Europe,6.118,0.564,1.523,1.258,0.953,0.057,0.144,10.99
